title,url,bedroomCount,bathroomCount,image2D_url,label,date_created,state,property_category,property_type,country_name,city_name,master_project_name,project_name,building_name,latitude,longitude
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1012 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40469.html,1,2,['https://images.bayut.com/thumbnails/310418208-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1013 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40470.html,2,3,['https://images.bayut.com/thumbnails/310404010-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1014 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40471.html,1,2,['https://images.bayut.com/thumbnails/310404029-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1015 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40472.html,2,3,['https://images.bayut.com/thumbnails/310404155-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1016 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40473.html,1,2,['https://images.bayut.com/thumbnails/310404814-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1101 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40474.html,1,2,['https://images.bayut.com/thumbnails/310404888-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1102 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40475.html,1,2,['https://images.bayut.com/thumbnails/310404890-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1017 Floor 10Th Floor plan,https://www.bayut.com/floorplans/details-40476.html,3,4,['https://images.bayut.com/thumbnails/310404942-800x600.webp'],Floor 10Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1103 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40477.html,2,3,['https://images.bayut.com/thumbnails/310431558-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1104 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40478.html,2,3,['https://images.bayut.com/thumbnails/310431630-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1106 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40479.html,2,3,['https://images.bayut.com/thumbnails/310431648-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1105 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40480.html,1,2,['https://images.bayut.com/thumbnails/310431650-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1109 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40482.html,3,4,['https://images.bayut.com/thumbnails/310431670-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1110 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40483.html,1,2,['https://images.bayut.com/thumbnails/310431935-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1111 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40484.html,1,2,['https://images.bayut.com/thumbnails/310431939-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1113 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40485.html,2,3,['https://images.bayut.com/thumbnails/310431973-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1114 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40486.html,1,2,['https://images.bayut.com/thumbnails/407624734-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1115 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40487.html,1,2,['https://images.bayut.com/thumbnails/310432507-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1116 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40488.html,1,2,['https://images.bayut.com/thumbnails/310432514-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1117 Floor 11Th Floor plan,https://www.bayut.com/floorplans/details-40489.html,3,4,['https://images.bayut.com/thumbnails/310432618-800x600.webp'],Floor 11Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1201 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40490.html,1,2,['https://images.bayut.com/thumbnails/310433052-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1202 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40491.html,1,2,['https://images.bayut.com/thumbnails/310433092-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1203 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40496.html,2,3,['https://images.bayut.com/thumbnails/310436842-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1204 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40497.html,2,3,['https://images.bayut.com/thumbnails/310436868-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1205 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40498.html,1,2,['https://images.bayut.com/thumbnails/310437098-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1206 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40499.html,1,2,['https://images.bayut.com/thumbnails/310437159-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1208 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40500.html,1,2,['https://images.bayut.com/thumbnails/310437211-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1209 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40501.html,3,4,['https://images.bayut.com/thumbnails/310437317-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1210 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40502.html,1,2,['https://images.bayut.com/thumbnails/310437525-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1211 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40503.html,1,2,['https://images.bayut.com/thumbnails/310437590-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1212 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40504.html,1,2,['https://images.bayut.com/thumbnails/310437769-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1213 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40505.html,2,3,['https://images.bayut.com/thumbnails/310437891-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1214 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40506.html,1,2,['https://images.bayut.com/thumbnails/310438088-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1215 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40507.html,1,2,['https://images.bayut.com/thumbnails/310438183-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1216 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40508.html,1,2,['https://images.bayut.com/thumbnails/310438263-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1217 Floor 12Th Floor plan,https://www.bayut.com/floorplans/details-40509.html,3,4,['https://images.bayut.com/thumbnails/310440662-800x600.webp'],Floor 12Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 12A01 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40510.html,2,3,['https://images.bayut.com/thumbnails/310440731-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A02 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40511.html,1,2,['https://images.bayut.com/thumbnails/310442001-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 12A03 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40512.html,2,3,['https://images.bayut.com/thumbnails/310442055-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 12A04 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40513.html,2,3,['https://images.bayut.com/thumbnails/310442161-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A05 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40514.html,1,2,['https://images.bayut.com/thumbnails/310442168-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 12A06 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40515.html,2,3,['https://images.bayut.com/thumbnails/310443606-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A07 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40516.html,1,2,['https://images.bayut.com/thumbnails/310443664-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A08 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40517.html,1,1,['https://images.bayut.com/thumbnails/310443681-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A09 Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40518.html,1,2,['https://images.bayut.com/thumbnails/310443686-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - Studio Apartment Unit 12A09-A Floor 13Th Floor plan,https://www.bayut.com/floorplans/details-40519.html,0,1,['https://images.bayut.com/thumbnails/310443788-800x600.webp'],Floor 13Th,12/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A10  Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41716.html,1,1,['https://images.bayut.com/thumbnails/385713498-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A12 Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41717.html,1,2,['https://images.bayut.com/thumbnails/385714866-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 12A13  Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41718.html,2,3,['https://images.bayut.com/thumbnails/385715458-800x600.webp'],,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A14 Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41719.html,1,2,['https://images.bayut.com/thumbnails/385715858-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A14A Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41720.html,1,2,['https://images.bayut.com/thumbnails/385716270-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 12A16 Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41721.html,1,2,['https://images.bayut.com/thumbnails/385717159-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 12A17 Floor-13th Floor plan,https://www.bayut.com/floorplans/details-41722.html,3,3,['https://images.bayut.com/thumbnails/385718007-800x600.webp'],Floor-13th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1402 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-41723.html,1,2,['https://images.bayut.com/thumbnails/385720828-800x600.webp'],Floor-14th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1407 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-41724.html,2,3,['https://images.bayut.com/thumbnails/504015726-800x600.webp'],Floor-14th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1404 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-41725.html,1,2,['https://images.bayut.com/thumbnails/385721891-800x600.webp'],Floor-14th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1405 Floor -14th Floor plan,https://www.bayut.com/floorplans/details-41726.html,3,4,['https://images.bayut.com/thumbnails/385774450-800x600.webp'],Floor -14th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1406 Floor -14th Floor plan,https://www.bayut.com/floorplans/details-41727.html,2,3,['https://images.bayut.com/thumbnails/385774571-800x600.webp'],Floor -14th,6/2/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1403 Floor -14th Floor plan,https://www.bayut.com/floorplans/details-42931.html,2,3,['https://images.bayut.com/thumbnails/504003960-800x600.webp'],Floor -14th,10/19/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 3 Bedroom Apartment Unit 1408 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-42933.html,3,4,['https://images.bayut.com/thumbnails/504022304-800x600.webp'],Floor-14th,10/19/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 2 Bedroom Apartment Unit 1409 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-42934.html,2,3,['https://images.bayut.com/thumbnails/504022438-800x600.webp'],Floor-14th,10/19/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Bay By DAMAC - 1 Bedroom Apartment Unit 1410 Floor-14th Floor plan,https://www.bayut.com/floorplans/details-42935.html,1,2,['https://images.bayut.com/thumbnails/504045898-800x600.webp'],Floor-14th,10/19/2023,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Najmat Abu Dhabi,Marina Bay By DAMAC,24.484639,54.404103
Marina Heights II - 1 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-6298.html,1,2,['https://images.bayut.com/thumbnails/73156091-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Marina Heights II - 1 Bedroom Apartment Type B Floor plan,https://www.bayut.com/floorplans/details-6299.html,1,2,['https://images.bayut.com/thumbnails/73156089-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Marina Heights II - 1 Bedroom Apartment Type C Floor plan,https://www.bayut.com/floorplans/details-6300.html,1,2,['https://images.bayut.com/thumbnails/73156087-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Marina Heights II - 2 Bedroom Apartment Type D Floor plan,https://www.bayut.com/floorplans/details-6301.html,2,3,['https://images.bayut.com/thumbnails/73156085-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Marina Heights II - 2 Bedroom Apartment Type E Floor plan,https://www.bayut.com/floorplans/details-6302.html,2,3,['https://images.bayut.com/thumbnails/73156083-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Marina Heights II - Studio Apartment Type S Floor plan,https://www.bayut.com/floorplans/details-6303.html,0,1,['https://images.bayut.com/thumbnails/73156081-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Marina Square,Marina Heights,24.491796,54.395088
Saadiyat Beach Villas - 3 Bedroom Villa Type Arabian Floor plan,https://www.bayut.com/floorplans/details-23246.html,3,4,"['https://images.bayut.com/thumbnails/82048119-800x600.webp', 'https://images.bayut.com/thumbnails/82048095-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 4 Bedroom Villa Type B Floor plan,https://www.bayut.com/floorplans/details-23247.html,4,5,"['https://images.bayut.com/thumbnails/82340796-800x600.webp', 'https://images.bayut.com/thumbnails/82340797-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 3 Bedroom Villa Type Mediterranean Floor plan,https://www.bayut.com/floorplans/details-23248.html,3,4,"['https://images.bayut.com/thumbnails/82048403-800x600.webp', 'https://images.bayut.com/thumbnails/82048405-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 4 Bedroom Villa Type D Floor plan,https://www.bayut.com/floorplans/details-23251.html,4,5,"['https://images.bayut.com/thumbnails/82341058-800x600.webp', 'https://images.bayut.com/thumbnails/82341056-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 4 Bedroom Villa Type E Floor plan,https://www.bayut.com/floorplans/details-23263.html,4,5,"['https://images.bayut.com/thumbnails/82048654-800x600.webp', 'https://images.bayut.com/thumbnails/82048570-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 4 Bedroom Villa Type F Floor plan,https://www.bayut.com/floorplans/details-23265.html,4,5,"['https://images.bayut.com/thumbnails/82048866-800x600.webp', 'https://images.bayut.com/thumbnails/82048837-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 4 Bedroom Villa Type G Floor plan,https://www.bayut.com/floorplans/details-23267.html,4,7,"['https://images.bayut.com/thumbnails/82048991-800x600.webp', 'https://images.bayut.com/thumbnails/82048970-800x600.webp']",Ground Floor,11/3/2019,active,Residential,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
Saadiyat Beach Villas - 6 Bedroom Villa Type H Floor plan,https://www.bayut.com/floorplans/details-23270.html,6,11,"['https://images.bayut.com/thumbnails/82049318-800x600.webp', 'https://images.bayut.com/thumbnails/82049167-800x600.webp']",Ground Floor,11/3/2019,active,Commercial,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Beach,Saadiyat Beach Villas,24.551354,54.449194
