title,url,bedroomCount,bathroomCount,image2D_url,label,date_created,state,property_category,property_type,country_name,city_name,master_project_name,project_name,building_name,latitude,longitude
Al Oyoun Village - 4 Bedroom Townhouse Type A Floor plan,https://www.bayut.com/floorplans/details-6712.html,4,6,"['https://images.bayut.com/thumbnails/73154699-800x600.webp', 'https://images.bayut.com/thumbnails/73154701-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Townhouse,UAE,Al Ain,Al Oyoun Village,,,24.203802,55.764659
Al Oyoun Village - 4 Bedroom Townhouse Type B Floor plan,https://www.bayut.com/floorplans/details-6713.html,4,6,"['https://images.bayut.com/thumbnails/73154695-800x600.webp', 'https://images.bayut.com/thumbnails/73154697-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Townhouse,UAE,Al Ain,Al Oyoun Village,,,24.203802,55.764659
Louvre Abu Dhabi Residences - 1 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-37318.html,1,2,['https://images.bayut.com/thumbnails/246315509-800x600.webp'],,7/28/2022,active,Residential,Apartment,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Cultural District,Louvre Abu Dhabi Residences,24.53509446,54.40297775
Louvre Abu Dhabi Residences - 2 Bedroom Apartment Type B Floor plan,https://www.bayut.com/floorplans/details-37319.html,2,4,['https://images.bayut.com/thumbnails/246315700-800x600.webp'],,7/28/2022,active,Residential,Apartment,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Cultural District,Louvre Abu Dhabi Residences,24.53509446,54.40297775
Louvre Abu Dhabi Residences - 3 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-37320.html,3,5,['https://images.bayut.com/thumbnails/246316077-800x600.webp'],,7/28/2022,active,Residential,Apartment,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Cultural District,Louvre Abu Dhabi Residences,24.53509446,54.40297775
Louvre Abu Dhabi Residences - Studio Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-37321.html,0,1,['https://images.bayut.com/thumbnails/246316350-800x600.webp'],,7/28/2022,active,Residential,Apartment,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Cultural District,Louvre Abu Dhabi Residences,24.53509446,54.40297775
Louvre Abu Dhabi Residences - 2 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-43154.html,2,3,['https://images.bayut.com/thumbnails/543152534-800x600.webp'],,12/1/2023,active,Residential,Apartment,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Cultural District,Louvre Abu Dhabi Residences,24.53509446,54.40297775
Rawdhat Abu Dhabi - 1 Bedroom Apartment Type B Floor plan,https://www.bayut.com/floorplans/details-5964.html,1,2,['https://images.bayut.com/thumbnails/73157395-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Rawdhat Abu Dhabi,,,24.419551,54.464542
Rawdhat Abu Dhabi - 1 Bedroom Apartment Type C Floor plan,https://www.bayut.com/floorplans/details-5965.html,1,2,['https://images.bayut.com/thumbnails/73157393-800x600.webp'],,4/22/2019,active,Residential,Apartment,UAE,Abu Dhabi,Rawdhat Abu Dhabi,,,24.419551,54.464542
Rawdhat Abu Dhabi - 3 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-32243.html,3,4,['https://images.bayut.com/thumbnails/73157391-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Rawdhat Abu Dhabi,,,24.419551,54.464542
Rawdhat Abu Dhabi - 2 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-32244.html,2,4,['https://images.bayut.com/thumbnails/73157389-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Rawdhat Abu Dhabi,,,24.419551,54.464542
Hills Abu Dhabi - 5 Bedroom Villa Type A Floor plan,https://www.bayut.com/floorplans/details-5995.html,5,7,"['https://images.bayut.com/thumbnails/73157280-800x600.webp', 'https://images.bayut.com/thumbnails/73157282-800x600.webp', 'https://images.bayut.com/thumbnails/73157284-800x600.webp']",Lower ground floor,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Hills Abu Dhabi - 5 Bedroom Villa Type C Floor plan,https://www.bayut.com/floorplans/details-5996.html,5,7,"['https://images.bayut.com/thumbnails/73157274-800x600.webp', 'https://images.bayut.com/thumbnails/73157276-800x600.webp', 'https://images.bayut.com/thumbnails/73157278-800x600.webp']",Basement,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Hills Abu Dhabi - 5 Bedroom Villa Type D Floor plan,https://www.bayut.com/floorplans/details-5997.html,5,7,"['https://images.bayut.com/thumbnails/73157268-800x600.webp', 'https://images.bayut.com/thumbnails/73157270-800x600.webp', 'https://images.bayut.com/thumbnails/73157272-800x600.webp']",Basement,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Hills Abu Dhabi - 5 Bedroom Villa Type D1 Floor plan,https://www.bayut.com/floorplans/details-5998.html,5,7,"['https://images.bayut.com/thumbnails/73157262-800x600.webp', 'https://images.bayut.com/thumbnails/73157264-800x600.webp', 'https://images.bayut.com/thumbnails/73157266-800x600.webp']",Basement,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Hills Abu Dhabi - 5 Bedroom Villa Type E Floor plan,https://www.bayut.com/floorplans/details-5999.html,5,9,"['https://images.bayut.com/thumbnails/73157258-800x600.webp', 'https://images.bayut.com/thumbnails/73157260-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Hills Abu Dhabi - 5 Bedroom Villa Type F Floor plan,https://www.bayut.com/floorplans/details-6000.html,5,9,"['https://images.bayut.com/thumbnails/73157254-800x600.webp', 'https://images.bayut.com/thumbnails/73157256-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Villa,UAE,Abu Dhabi,Al Maqtaa,Hills Abu Dhabi,,24.4054575,54.467597
Saadiyat Lagoons - 2 Bedroom Townhouse Type E Floor plan,https://www.bayut.com/floorplans/details-6582.html,2,4,"['https://images.bayut.com/thumbnails/73155043-800x600.webp', 'https://images.bayut.com/thumbnails/73155045-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Townhouse,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Saadiyat Lagoons - 3 Bedroom Townhouse Type M Floor plan,https://www.bayut.com/floorplans/details-6583.html,3,5,"['https://images.bayut.com/thumbnails/73155034-800x600.webp', 'https://images.bayut.com/thumbnails/73155037-800x600.webp']",Ground Floor,4/22/2019,active,Residential,Townhouse,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Saadiyat Lagoons - 3 Bedroom Townhouse Type E Floor plan,https://www.bayut.com/floorplans/details-20460.html,3,5,"['https://images.bayut.com/thumbnails/76821560-800x600.webp', 'https://images.bayut.com/thumbnails/76821562-800x600.webp']",Ground Floor,6/23/2019,active,Residential,Townhouse,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Saadiyat Lagoons - 4 Bedroom Townhouse Type M Floor plan,https://www.bayut.com/floorplans/details-20461.html,4,5,"['https://images.bayut.com/thumbnails/76823324-800x600.webp', 'https://images.bayut.com/thumbnails/76823326-800x600.webp']",Ground Floor,6/23/2019,active,Residential,Townhouse,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Saadiyat Lagoons - 4 Bedroom Townhouse Type E Floor plan,https://www.bayut.com/floorplans/details-20462.html,4,5,"['https://images.bayut.com/thumbnails/76824105-800x600.webp', 'https://images.bayut.com/thumbnails/76824107-800x600.webp']",Ground Floor,6/23/2019,active,Residential,Townhouse,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Saadiyat Lagoons - 5 Bedroom Villa Type A2 Floor plan,https://www.bayut.com/floorplans/details-43778.html,5,9,"['https://images.bayut.com/thumbnails/606982170-800x600.webp', 'https://images.bayut.com/thumbnails/606993973-800x600.webp']",Ground Floor,2/13/2024,active,Commercial,Villa,UAE,Abu Dhabi,Saadiyat Island,Saadiyat Lagoons,,24.52975568,54.44948451
Water's Edge - 3 Bedroom Apartment Type D Floor plan,https://www.bayut.com/floorplans/details-30917.html,3,4,['https://images.bayut.com/thumbnails/73154861-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - 2 Bedroom Apartment Type C Floor plan,https://www.bayut.com/floorplans/details-30918.html,2,2,['https://images.bayut.com/thumbnails/73154859-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - 1 Bedroom Apartment Type B Floor plan,https://www.bayut.com/floorplans/details-30919.html,1,1,['https://images.bayut.com/thumbnails/73154857-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - Studio Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-30920.html,0,1,['https://images.bayut.com/thumbnails/73154855-800x600.webp'],,5/10/2019,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - 1 Bedroom Apartment Unit 1 Floor plan,https://www.bayut.com/floorplans/details-34644.html,1,1,['https://images.bayut.com/thumbnails/140213050-800x600.webp'],,9/10/2021,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - 1 Bedroom Apartment Unit 002 Floor plan,https://www.bayut.com/floorplans/details-37040.html,1,1,['https://images.bayut.com/thumbnails/240892401-800x600.webp'],,7/22/2022,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - Studio Apartment Unit 010 Floor plan,https://www.bayut.com/floorplans/details-42484.html,0,1,['https://images.bayut.com/thumbnails/482260760-800x600.webp'],,9/27/2023,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Water's Edge - 3 Bedroom Apartment Unit 024 Floor plan,https://www.bayut.com/floorplans/details-46530.html,3,3,['https://images.bayut.com/thumbnails/740966590-800x600.webp'],Unit 024,9/25/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Water's Edge,,24.481875,54.619302
Noya Viva - 2 Bedroom Townhouse Unit Mid Floor plan,https://www.bayut.com/floorplans/details-36038.html,2,4,"['https://images.bayut.com/thumbnails/197309995-800x600.webp', 'https://images.bayut.com/thumbnails/197309997-800x600.webp']",Lower Floor,3/28/2022,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Noya Viva,,24.49633881,54.62244971
Noya Viva - 3 Bedroom Townhouse Unit Mid Floor plan,https://www.bayut.com/floorplans/details-36039.html,3,4,"['https://images.bayut.com/thumbnails/197310322-800x600.webp', 'https://images.bayut.com/thumbnails/197308541-800x600.webp']",Lower Floor,3/28/2022,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Noya Viva,,24.49633881,54.62244971
Noya Viva - 3 Bedroom Townhouse Unit End Floor plan,https://www.bayut.com/floorplans/details-36040.html,3,4,"['https://images.bayut.com/thumbnails/197313381-800x600.webp', 'https://images.bayut.com/thumbnails/197311446-800x600.webp']",Lower Floor,3/28/2022,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Noya Viva,,24.49633881,54.62244971
Noya Viva - 4 Bedroom Villa Unit A Floor plan,https://www.bayut.com/floorplans/details-36041.html,4,5,"['https://images.bayut.com/thumbnails/197313588-800x600.webp', 'https://images.bayut.com/thumbnails/197309573-800x600.webp']",Lower Floor,3/28/2022,active,Residential,Villa,UAE,Abu Dhabi,Yas Island,Noya Viva,,24.49633881,54.62244971
Yas Golf Collection - Studio Apartment Type A-1 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43631.html,0,1,['https://images.bayut.com/thumbnails/597494295-800x600.webp'],A-1 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - 1 Bedroom Apartment Type A-3 Floor 1-3 Floor plan,https://www.bayut.com/floorplans/details-43632.html,1,2,['https://images.bayut.com/thumbnails/597500701-800x600.webp'],A-3 Floor 1-3,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type A-3 Floor 1-3 Floor plan,https://www.bayut.com/floorplans/details-43633.html,0,1,['https://images.bayut.com/thumbnails/597501642-800x600.webp'],A-3 Floor 1-3,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type A-3A Floor 3 Floor plan,https://www.bayut.com/floorplans/details-43634.html,0,1,['https://images.bayut.com/thumbnails/597504100-800x600.webp'],A-3A Floor 3,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - 1 Bedroom Apartment Type A-4 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43635.html,1,2,['https://images.bayut.com/thumbnails/597504721-800x600.webp'],A-4 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type A-4 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43636.html,0,1,['https://images.bayut.com/thumbnails/597505286-800x600.webp'],A-4 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type B-1 Floor 1-3 Floor plan,https://www.bayut.com/floorplans/details-43637.html,0,1,['https://images.bayut.com/thumbnails/597507646-800x600.webp'],B-1 Floor 1-3,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type B-1D Floor 1 Floor plan,https://www.bayut.com/floorplans/details-43638.html,0,1,['https://images.bayut.com/thumbnails/597510308-800x600.webp'],B-1 Floor 1-3,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type B-3 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43639.html,0,1,['https://images.bayut.com/thumbnails/597515473-800x600.webp'],B-3 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type B-4 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43641.html,0,1,['https://images.bayut.com/thumbnails/597516681-800x600.webp'],B-4 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type B-5 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43642.html,0,1,['https://images.bayut.com/thumbnails/597518258-800x600.webp'],B-5 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - Studio Apartment Type D-1 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43643.html,0,1,['https://images.bayut.com/thumbnails/597525710-800x600.webp'],D-1 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Yas Golf Collection - 1 Bedroom Apartment Type F-1 Floor 1-4 Floor plan,https://www.bayut.com/floorplans/details-43644.html,1,2,['https://images.bayut.com/thumbnails/597526998-800x600.webp'],F-1 Floor 1-4,2/2/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Yas Golf Collection,,24.48534051,54.59725613
Gardenia Bay - 1 Bedroom Apartment Type Middle Floor plan,https://www.bayut.com/floorplans/details-43471.html,1,2,['https://images.bayut.com/thumbnails/578364991-800x600.webp'],Middle,1/12/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - Studio Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-44291.html,0,1,['https://images.bayut.com/thumbnails/685768750-800x600.webp'],Type A,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - Studio Apartment Type B Floor plan,https://www.bayut.com/floorplans/details-44292.html,0,1,['https://images.bayut.com/thumbnails/685768619-800x600.webp'],Type B,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 1 Bedroom Apartment Type Corner Floor plan,https://www.bayut.com/floorplans/details-44293.html,1,2,['https://images.bayut.com/thumbnails/685768921-800x600.webp'],Type Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 2 Bedroom Apartment Type A Corner Floor plan,https://www.bayut.com/floorplans/details-44294.html,2,3,['https://images.bayut.com/thumbnails/685769068-800x600.webp'],Type A Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 2 Bedroom Apartment Type A Middle Floor plan,https://www.bayut.com/floorplans/details-44295.html,2,3,['https://images.bayut.com/thumbnails/685769254-800x600.webp'],Type A Middle,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 2 Bedroom Apartment Type B Corner Floor plan,https://www.bayut.com/floorplans/details-44296.html,2,3,['https://images.bayut.com/thumbnails/685769298-800x600.webp'],Type B Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 3 Bedroom Apartment Type A Corner Floor plan,https://www.bayut.com/floorplans/details-44297.html,3,5,['https://images.bayut.com/thumbnails/685770190-800x600.webp'],Type A Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 3 Bedroom Apartment Type B Corner Floor plan,https://www.bayut.com/floorplans/details-44298.html,3,4,['https://images.bayut.com/thumbnails/685770352-800x600.webp'],Type B Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 3 Bedroom Apartment Type C Corner Floor plan,https://www.bayut.com/floorplans/details-44299.html,3,5,['https://images.bayut.com/thumbnails/685771042-800x600.webp'],Type C Corner,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
Gardenia Bay - 1 Bedroom Apartment Type A Floor plan,https://www.bayut.com/floorplans/details-44300.html,1,2,['https://images.bayut.com/thumbnails/685774225-800x600.webp'],Type A,5/3/2024,active,Residential,Apartment,UAE,Abu Dhabi,Yas Island,Gardenia Bay,,24.4845943,54.62893917
The Sustainable City - 4 Bedroom Townhouse Type A Floor plan,https://www.bayut.com/floorplans/details-46499.html,4,5,"['https://images.bayut.com/thumbnails/740809265-800x600.webp', 'https://images.bayut.com/thumbnails/740809267-800x600.webp']",Type A Floor ground,9/25/2024,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,The Sustainable City,,24.50906385,54.61633605
Yas Park Gate - 2 Bedroom Townhouse Type 2BR-M Floor plan,https://www.bayut.com/floorplans/details-48659.html,2,4,"['https://images.bayut.com/thumbnails/757050758-800x600.webp', 'https://images.bayut.com/thumbnails/757050772-800x600.webp']",Ground Floor,1/21/2025,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Yas Park Gate,,24.50069318,54.61931381
Yas Park Gate - 3 Bedroom Townhouse Type 3BR-M Floor plan,https://www.bayut.com/floorplans/details-48660.html,3,4,"['https://images.bayut.com/thumbnails/757056985-800x600.webp', 'https://images.bayut.com/thumbnails/757056987-800x600.webp']",Ground Floor,1/21/2025,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Yas Park Gate,,24.50069318,54.61931381
Yas Park Gate - 3 Bedroom Townhouse Type 3BR-E Floor plan,https://www.bayut.com/floorplans/details-48661.html,3,4,"['https://images.bayut.com/thumbnails/757058334-800x600.webp', 'https://images.bayut.com/thumbnails/757058336-800x600.webp']",Ground Floor,1/21/2025,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Yas Park Gate,,24.50069318,54.61931381
Yas Park Gate - 4 Bedroom Townhouse Type 4BR Floor plan,https://www.bayut.com/floorplans/details-48662.html,4,5,"['https://images.bayut.com/thumbnails/757058379-800x600.webp', 'https://images.bayut.com/thumbnails/757058381-800x600.webp']",Ground Floor,1/21/2025,active,Residential,Townhouse,UAE,Abu Dhabi,Yas Island,Yas Park Gate,,24.50069318,54.61931381
Yas Park Views - 4 Bedroom Villa Type A Floor plan,https://www.bayut.com/floorplans/details-40575.html,4,5,"['https://images.bayut.com/thumbnails/318274656-800x600.webp', 'https://images.bayut.com/thumbnails/318274658-800x600.webp']",Ground Floor,12/21/2022,active,Residential,Villa,UAE,Abu Dhabi,Yas Island,Yas Park Views,,24.50403039,54.6249819
Yas Park Views - 3 Bedroom Villa Type B Floor plan,https://www.bayut.com/floorplans/details-42180.html,3,4,"['https://images.bayut.com/thumbnails/432746892-800x600.webp', 'https://images.bayut.com/thumbnails/432743457-800x600.webp']",Ground Floor,8/15/2023,active,Residential,Villa,UAE,Abu Dhabi,Yas Island,Yas Park Views,,24.50403039,54.6249819
Yas Park Views - 5 Bedroom Villa Type C Floor plan,https://www.bayut.com/floorplans/details-42181.html,5,6,"['https://images.bayut.com/thumbnails/433001386-800x600.webp', 'https://images.bayut.com/thumbnails/432851604-800x600.webp']",Ground Floor,8/15/2023,active,Residential,Villa,UAE,Abu Dhabi,Yas Island,Yas Park Views,,24.50403039,54.6249819
"Pixel - 1 Bedroom Apartment Suite 04,07 Floor plan",https://www.bayut.com/floorplans/details-22568.html,1,2,['https://images.bayut.com/thumbnails/292255026-800x600.webp'],"Floor 4,5,15",10/6/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
"Pixel - Studio Apartment Suite 2,3 Floor plan",https://www.bayut.com/floorplans/details-22574.html,0,1,['https://images.bayut.com/thumbnails/292256732-800x600.webp'],"Floor 3,4,9,12",10/6/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - Studio Apartment Suite 5 Floor plan,https://www.bayut.com/floorplans/details-22575.html,0,1,['https://images.bayut.com/thumbnails/292260388-800x600.webp'],"Floor 8,9",10/6/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - Studio Apartment Suite 4 Floor plan,https://www.bayut.com/floorplans/details-22585.html,0,1,['https://images.bayut.com/thumbnails/292261430-800x600.webp'],"Floor 10,11",10/6/2019,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
"Pixel - 2 Bedroom Apartment Suite 3,4 Floor plan",https://www.bayut.com/floorplans/details-34484.html,2,3,['https://images.bayut.com/thumbnails/119527943-800x600.webp'],"Floor 12,13",8/2/2021,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - Studio Apartment Suite 01 Floor plan,https://www.bayut.com/floorplans/details-35142.html,0,1,['https://images.bayut.com/thumbnails/174163935-800x600.webp'],Floor 14-20,12/15/2021,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 3 Bedroom Apartment Unit 701 Floor plan,https://www.bayut.com/floorplans/details-35311.html,3,4,['https://images.bayut.com/thumbnails/184098319-800x600.webp'],Floor 7,2/2/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Type/unit T3/1601 Floor plan,https://www.bayut.com/floorplans/details-35903.html,1,2,['https://images.bayut.com/thumbnails/193465878-800x600.webp'],Floor 16-18,3/11/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 3 Bedroom Apartment Type/unit T7/401 Floor plan,https://www.bayut.com/floorplans/details-37005.html,3,4,['https://images.bayut.com/thumbnails/240628798-800x600.webp'],,7/22/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Suite 03-05 Floor plan,https://www.bayut.com/floorplans/details-39523.html,1,2,['https://images.bayut.com/thumbnails/292282651-800x600.webp'],"Floor 7,12,15,16",10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
"Pixel - 1 Bedroom Apartment Suite 01,04 Floor plan",https://www.bayut.com/floorplans/details-39524.html,1,2,['https://images.bayut.com/thumbnails/292283425-800x600.webp'],Floor 6-13,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
"Pixel - 1 Bedroom Apartment Suite 03,04 Floor plan",https://www.bayut.com/floorplans/details-39525.html,1,2,['https://images.bayut.com/thumbnails/292284450-800x600.webp'],Floor 8-20,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Suite 07 Floor plan,https://www.bayut.com/floorplans/details-39526.html,1,2,['https://images.bayut.com/thumbnails/292284735-800x600.webp'],Floor 16-20,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Suite 03 Floor plan,https://www.bayut.com/floorplans/details-39527.html,1,2,['https://images.bayut.com/thumbnails/292285845-800x600.webp'],Floor 09,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Suite 08 Floor plan,https://www.bayut.com/floorplans/details-39530.html,1,2,['https://images.bayut.com/thumbnails/292295359-800x600.webp'],Floor 03,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 1 Bedroom Apartment Suite 06 Floor plan,https://www.bayut.com/floorplans/details-39531.html,1,2,['https://images.bayut.com/thumbnails/292295937-800x600.webp'],"Floor 06,07",10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
Pixel - 2 Bedroom Apartment Suite 04 Floor plan,https://www.bayut.com/floorplans/details-39532.html,2,3,['https://images.bayut.com/thumbnails/292299507-800x600.webp'],Floor 16,10/27/2022,active,Residential,Apartment,UAE,Abu Dhabi,Al Reem Island,Makers District,Pixel,24.50415941,54.41531451
